state,end_date,new_cases,new_deaths,year,population
AK,2020-01-22,0,0,2020,733017
AK,2020-01-29,0,0,2020,733017
AK,2020-02-05,0,0,2020,733017
AK,2020-02-12,0,0,2020,733017
AK,2020-02-19,0,0,2020,733017
AK,2020-02-26,0,0,2020,733017
AK,2020-03-04,0,0,2020,733017
AK,2020-03-11,0,0,2020,733017
AK,2020-03-18,11,0,2020,733017
AK,2020-03-25,52,1,2020,733017
AK,2020-04-01,86,2,2020,733017
AK,2020-04-08,86,4,2020,733017
AK,2020-04-15,65,2,2020,733017
AK,2020-04-22,37,0,2020,733017
AK,2020-04-29,18,0,2020,733017
AK,2020-05-06,19,1,2020,733017
AK,2020-05-13,15,0,2020,733017
AK,2020-05-20,15,0,2020,733017
AK,2020-05-27,23,0,2020,733017
AK,2020-06-03,91,0,2020,733017
AK,2020-06-10,98,1,2020,733017
AK,2020-06-17,97,1,2020,733017
AK,2020-06-24,108,0,2020,733017
AK,2020-07-01,199,1,2020,733017
AK,2020-07-08,253,3,2020,733017
AK,2020-07-15,421,0,2020,733017
AK,2020-07-22,508,2,2020,733017
AK,2020-07-29,684,3,2020,733017
AK,2020-08-05,601,4,2020,733017
AK,2020-08-12,491,2,2020,733017
AK,2020-08-19,558,2,2020,733017
AK,2020-08-26,465,7,2020,733017
AK,2020-09-02,474,2,2020,733017
AK,2020-09-09,547,3,2020,733017
AK,2020-09-16,529,2,2020,733017
AK,2020-09-23,642,1,2020,733017
AK,2020-09-30,833,11,2020,733017
AK,2020-10-07,1020,4,2020,733017
AK,2020-10-14,1341,5,2020,733017
AK,2020-10-21,1538,4,2020,733017
AK,2020-10-28,2614,3,2020,733017
AK,2020-11-04,2727,15,2020,733017
AK,2020-11-11,3598,12,2020,733017
AK,2020-11-18,4316,4,2020,733017
AK,2020-11-25,4112,16,2020,733017
AK,2020-12-02,4524,5,2020,733017
AK,2020-12-09,4622,27,2020,733017
AK,2020-12-16,3417,30,2020,733017
AK,2020-12-23,2223,16,2020,733017
AK,2020-12-30,1724,7,2020,733017
AK,2021-01-06,2026,17,2021,734420
AK,2021-01-13,1973,6,2021,734420
AK,2021-01-20,1377,27,2021,734420
AK,2021-01-27,1181,8,2021,734420
AK,2021-02-03,946,18,2021,734420
AK,2021-02-10,989,1,2021,734420
AK,2021-02-17,807,8,2021,734420
AK,2021-02-24,885,1,2021,734420
AK,2021-03-03,876,12,2021,734420
AK,2021-03-10,910,2,2021,734420
AK,2021-03-17,914,2,2021,734420
AK,2021-03-24,944,5,2021,734420
AK,2021-03-31,1186,1,2021,734420
AK,2021-04-07,1208,0,2021,734420
AK,2021-04-14,1113,1,2021,734420
AK,2021-04-21,1146,20,2021,734420
AK,2021-04-28,1042,12,2021,734420
AK,2021-05-05,731,1,2021,734420
AK,2021-05-12,565,5,2021,734420
AK,2021-05-19,453,16,2021,734420
AK,2021-05-26,297,0,2021,734420
AK,2021-06-02,230,0,2021,734420
AK,2021-06-09,185,0,2021,734420
AK,2021-06-16,155,4,2021,734420
AK,2021-06-23,237,1,2021,734420
AK,2021-06-30,257,3,2021,734420
AK,2021-07-07,313,0,2021,734420
AK,2021-07-14,572,4,2021,734420
AK,2021-07-21,1199,1,2021,734420
AK,2021-07-28,1546,4,2021,734420
AK,2021-08-04,1892,7,2021,734420
AK,2021-08-11,2112,7,2021,734420
AK,2021-08-18,3001,12,2021,734420
AK,2021-08-25,3357,26,2021,734420
AK,2021-09-01,3651,10,2021,734420
AK,2021-09-08,4264,8,2021,734420
AK,2021-09-15,4887,12,2021,734420
AK,2021-09-22,6258,13,2021,734420
AK,2021-09-29,8436,85,2021,734420
AK,2021-10-06,5744,18,2021,734420
AK,2021-10-13,6177,27,2021,734420
AK,2021-10-20,5530,79,2021,734420
AK,2021-10-27,4625,25,2021,734420
AK,2021-11-03,4134,21,2021,734420
AK,2021-11-10,3391,94,2021,734420
AK,2021-11-17,2919,11,2021,734420
AK,2021-11-24,2349,28,2021,734420
AK,2021-12-01,1716,11,2021,734420
AK,2021-12-08,1510,5,2021,734420
AK,2021-12-15,1219,3,2021,734420
AK,2021-12-22,1046,87,2021,734420
AK,2021-12-29,2080,2,2021,734420
AK,2022-01-05,5523,1,2022,734442
AK,2022-01-12,12166,6,2022,734442
AK,2022-01-19,15735,66,2022,734442
AK,2022-01-26,16839,30,2022,734442
AK,2022-02-02,13422,12,2022,734442
AK,2022-02-09,8117,21,2022,734442
AK,2022-02-16,3958,27,2022,734442
AK,2022-02-23,2684,22,2022,734442
AK,2022-03-02,2091,28,2022,734442
AK,2022-03-09,2440,10,2022,734442
AK,2022-03-16,1407,1,2022,734442
AK,2022-03-23,1423,17,2022,734442
AK,2022-03-30,1445,9,2022,734442
AK,2022-04-06,1377,0,2022,734442
AK,2022-04-13,1237,6,2022,734442
AK,2022-04-20,1513,13,2022,734442
AK,2022-04-27,1425,4,2022,734442
AK,2022-05-04,1417,1,2022,734442
AK,2022-05-11,1539,11,2022,734442
AK,2022-05-18,1697,11,2022,734442
AK,2022-05-25,1881,0,2022,734442
AK,2022-06-01,1944,0,2022,734442
AK,2022-06-08,2057,0,2022,734442
AK,2022-06-15,1982,0,2022,734442
AK,2022-06-22,2137,0,2022,734442
AK,2022-06-29,2766,0,2022,734442
AK,2022-07-06,1988,0,2022,734442
AK,2022-07-13,2133,5,2022,734442
AK,2022-07-20,2345,0,2022,734442
AK,2022-07-27,2050,0,2022,734442
AK,2022-08-03,2573,0,2022,734442
AK,2022-08-10,1868,21,2022,734442
AK,2022-08-17,1465,0,2022,734442
AK,2022-08-24,1673,8,2022,734442
AK,2022-08-31,1208,0,2022,734442
AK,2022-09-07,879,0,2022,734442
AK,2022-09-14,950,25,2022,734442
AK,2022-09-21,644,0,2022,734442
AK,2022-09-28,550,0,2022,734442
AK,2022-10-05,637,27,2022,734442
AK,2022-10-12,511,0,2022,734442
AK,2022-10-19,347,0,2022,734442
AK,2022-10-26,379,20,2022,734442
AK,2022-11-02,359,0,2022,734442
AK,2022-11-09,199,0,2022,734442
AK,2022-11-16,390,23,2022,734442
AK,2022-11-23,430,0,2022,734442
AK,2022-11-30,398,0,2022,734442
AK,2022-12-07,496,0,2022,734442
AK,2022-12-14,354,0,2022,734442
AK,2022-12-21,380,19,2022,734442
AK,2022-12-28,332,0,2022,734442
AK,2023-01-04,371,0,2023,736510
AK,2023-01-11,470,0,2023,736510
AK,2023-01-18,649,0,2023,736510
AK,2023-01-25,654,18,2023,736510
AK,2023-02-01,793,0,2023,736510
AK,2023-02-08,692,0,2023,736510
AK,2023-02-15,786,0,2023,736510
AK,2023-02-22,775,13,2023,736510
AK,2023-03-01,448,0,2023,736510
AK,2023-03-08,582,0,2023,736510
AK,2023-03-15,448,0,2023,736510
AK,2023-03-22,496,0,2023,736510
AK,2023-03-29,514,19,2023,736510
AK,2023-04-05,401,0,2023,736510
AK,2023-04-12,358,0,2023,736510
AK,2023-04-19,361,0,2023,736510
AK,2023-04-26,280,0,2023,736510
AK,2023-05-03,188,0,2023,736510
AK,2023-05-10,199,0,2023,736510
AL,2020-01-22,0,0,2020,5033094
AL,2020-01-29,0,0,2020,5033094
AL,2020-02-05,0,0,2020,5033094
AL,2020-02-12,0,0,2020,5033094
AL,2020-02-19,0,0,2020,5033094
AL,2020-02-26,0,0,2020,5033094
AL,2020-03-04,0,0,2020,5033094
AL,2020-03-11,3,0,2020,5033094
AL,2020-03-18,58,0,2020,5033094
AL,2020-03-25,411,1,2020,5033094
AL,2020-04-01,703,25,2020,5033094
AL,2020-04-08,1439,39,2020,5033094
AL,2020-04-15,1693,45,2020,5033094
AL,2020-04-22,1385,83,2020,5033094
AL,2020-04-29,1287,62,2020,5033094
AL,2020-05-06,1790,86,2020,5033094
AL,2020-05-13,2053,107,2020,5033094
AL,2020-05-20,2364,74,2020,5033094
AL,2020-05-27,3077,61,2020,5033094
AL,2020-06-03,2691,67,2020,5033094
AL,2020-06-10,3705,92,2020,5033094
AL,2020-06-17,5282,45,2020,5033094
AL,2020-06-24,4937,99,2020,5033094
AL,2020-07-01,6769,88,2020,5033094
AL,2020-07-08,8502,84,2020,5033094
AL,2020-07-15,12045,152,2020,5033094
AL,2020-07-22,12400,154,2020,5033094
AL,2020-07-29,12058,175,2020,5033094
AL,2020-08-05,10671,155,2020,5033094
AL,2020-08-12,8896,185,2020,5033094
AL,2020-08-19,7477,63,2020,5033094
AL,2020-08-26,8208,101,2020,5033094
AL,2020-09-02,8336,168,2020,5033094
AL,2020-09-09,5821,70,2020,5033094
AL,2020-09-16,6362,105,2020,5033094
AL,2020-09-23,6474,79,2020,5033094
AL,2020-09-30,7875,65,2020,5033094
AL,2020-10-07,6313,72,2020,5033094
AL,2020-10-14,7535,104,2020,5033094
AL,2020-10-21,7985,120,2020,5033094
AL,2020-10-28,12170,83,2020,5033094
AL,2020-11-04,10152,94,2020,5033094
AL,2020-11-11,9710,195,2020,5033094
AL,2020-11-18,14851,145,2020,5033094
AL,2020-11-25,15830,185,2020,5033094
AL,2020-12-02,17510,180,2020,5033094
AL,2020-12-09,23359,274,2020,5033094
AL,2020-12-16,25453,214,2020,5033094
AL,2020-12-23,28929,389,2020,5033094
AL,2020-12-30,22251,189,2020,5033094
AL,2021-01-06,27365,213,2021,5049196
AL,2021-01-13,26811,765,2021,5049196
AL,2021-01-20,18659,529,2021,5049196
AL,2021-01-27,19432,888,2021,5049196
AL,2021-02-03,15974,1032,2021,5049196
AL,2021-02-10,10954,687,2021,5049196
AL,2021-02-17,7162,459,2021,5049196
AL,2021-02-24,6988,394,2021,5049196
AL,2021-03-03,6979,285,2021,5049196
AL,2021-03-10,4256,193,2021,5049196
AL,2021-03-17,8065,141,2021,5049196
AL,2021-03-24,3204,121,2021,5049196
AL,2021-03-31,2684,66,2021,5049196
AL,2021-04-07,2095,103,2021,5049196
AL,2021-04-14,3311,75,2021,5049196
AL,2021-04-21,3546,74,2021,5049196
AL,2021-04-28,2780,77,2021,5049196
AL,2021-05-05,2374,52,2021,5049196
AL,2021-05-12,2289,65,2021,5049196
AL,2021-05-19,9142,47,2021,5049196
AL,2021-05-26,1938,92,2021,5049196
AL,2021-06-02,1760,29,2021,5049196
AL,2021-06-09,2241,80,2021,5049196
AL,2021-06-16,1476,39,2021,5049196
AL,2021-06-23,1091,38,2021,5049196
AL,2021-06-30,1583,32,2021,5049196
AL,2021-07-07,1932,36,2021,5049196
AL,2021-07-14,3702,40,2021,5049196
AL,2021-07-21,7331,33,2021,5049196
AL,2021-07-28,13519,49,2021,5049196
AL,2021-08-04,18353,52,2021,5049196
AL,2021-08-11,23936,129,2021,5049196
AL,2021-08-18,26099,183,2021,5049196
AL,2021-08-25,19802,128,2021,5049196
AL,2021-09-01,38767,292,2021,5049196
AL,2021-09-08,27734,195,2021,5049196
AL,2021-09-15,25739,297,2021,5049196
AL,2021-09-22,20656,881,2021,5049196
AL,2021-09-29,16224,535,2021,5049196
AL,2021-10-06,9478,412,2021,5049196
AL,2021-10-13,6249,367,2021,5049196
AL,2021-10-20,5498,329,2021,5049196
AL,2021-10-27,12645,124,2021,5049196
AL,2021-11-03,4838,236,2021,5049196
AL,2021-11-10,3858,242,2021,5049196
AL,2021-11-17,3595,110,2021,5049196
AL,2021-11-24,3272,79,2021,5049196
AL,2021-12-01,2100,41,2021,5049196
AL,2021-12-08,3792,61,2021,5049196
AL,2021-12-15,4786,102,2021,5049196
AL,2021-12-22,6226,75,2021,5049196
AL,2021-12-29,19197,75,2021,5049196
AL,2022-01-05,51943,49,2022,5076181
AL,2022-01-12,72372,138,2022,5076181
AL,2022-01-19,83748,116,2022,5076181
AL,2022-01-26,73560,158,2022,5076181
AL,2022-02-02,67370,301,2022,5076181
AL,2022-02-09,24732,237,2022,5076181
AL,2022-02-16,13876,296,2022,5076181
AL,2022-02-23,7449,258,2022,5076181
AL,2022-03-02,6249,328,2022,5076181
AL,2022-03-09,6217,360,2022,5076181
AL,2022-03-16,2315,250,2022,5076181
AL,2022-03-23,1789,223,2022,5076181
AL,2022-03-30,3088,117,2022,5076181
AL,2022-04-06,1271,86,2022,5076181
AL,2022-04-13,1106,70,2022,5076181
AL,2022-04-20,1245,83,2022,5076181
AL,2022-04-27,1637,35,2022,5076181
AL,2022-05-04,1530,32,2022,5076181
AL,2022-05-11,2023,16,2022,5076181
AL,2022-05-18,2835,27,2022,5076181
AL,2022-05-25,3859,18,2022,5076181
AL,2022-06-01,5413,13,2022,5076181
AL,2022-06-08,7023,12,2022,5076181
AL,2022-06-15,8495,20,2022,5076181
AL,2022-06-22,10698,26,2022,5076181
AL,2022-06-29,13190,18,2022,5076181
AL,2022-07-06,12230,26,2022,5076181
AL,2022-07-13,17266,46,2022,5076181
AL,2022-07-20,17057,40,2022,5076181
AL,2022-07-27,17182,38,2022,5076181
AL,2022-08-03,5336,1,2022,5076181
AL,2022-08-10,12047,83,2022,5076181
AL,2022-08-17,13354,52,2022,5076181
AL,2022-08-24,14121,15,2022,5076181
AL,2022-08-31,15672,7,2022,5076181
AL,2022-09-07,14695,112,2022,5076181
AL,2022-09-14,9880,79,2022,5076181
AL,2022-09-21,7954,83,2022,5076181
AL,2022-09-28,5770,73,2022,5076181
AL,2022-10-05,4231,27,2022,5076181
AL,2022-10-12,3589,51,2022,5076181
AL,2022-10-19,3015,32,2022,5076181
AL,2022-10-26,2566,28,2022,5076181
AL,2022-11-02,2982,25,2022,5076181
AL,2022-11-09,6042,50,2022,5076181
AL,2022-11-16,1898,9,2022,5076181
AL,2022-11-23,2872,14,2022,5076181
AL,2022-11-30,4186,21,2022,5076181
AL,2022-12-07,5807,30,2022,5076181
AL,2022-12-14,6465,22,2022,5076181
AL,2022-12-21,7377,33,2022,5076181
AL,2022-12-28,4703,20,2022,5076181
AL,2023-01-04,13587,19,2023,5117673
AL,2023-01-11,8925,44,2023,5117673
AL,2023-01-18,6742,26,2023,5117673
AL,2023-01-25,7644,24,2023,5117673
AL,2023-02-01,7315,12,2023,5117673
AL,2023-02-08,9820,10,2023,5117673
AL,2023-02-15,6073,7,2023,5117673
AL,2023-02-22,4605,33,2023,5117673
AL,2023-03-01,3714,69,2023,5117673
AL,2023-03-08,2471,31,2023,5117673
AL,2023-03-15,1890,59,2023,5117673
AL,2023-03-22,1962,22,2023,5117673
AL,2023-03-29,2064,14,2023,5117673
AL,2023-04-05,2020,4,2023,5117673
AL,2023-04-12,1632,2,2023,5117673
AL,2023-04-19,1560,0,2023,5117673
AL,2023-04-26,1514,0,2023,5117673
AL,2023-05-03,1464,4,2023,5117673
AL,2023-05-10,1297,1,2023,5117673
AR,2020-01-22,0,0,2020,3014546
AR,2020-01-29,0,0,2020,3014546
AR,2020-02-05,1,0,2020,3014546
AR,2020-02-12,3,0,2020,3014546
AR,2020-02-19,1,0,2020,3014546
AR,2020-02-26,3,0,2020,3014546
AR,2020-03-04,0,0,2020,3014546
AR,2020-03-11,8,0,2020,3014546
AR,2020-03-18,70,3,2020,3014546
AR,2020-03-25,279,16,2020,3014546
AR,2020-04-01,374,12,2020,3014546
AR,2020-04-08,490,19,2020,3014546
AR,2020-04-15,668,16,2020,3014546
AR,2020-04-22,901,34,2020,3014546
AR,2020-04-29,699,17,2020,3014546
AR,2020-05-06,649,12,2020,3014546
AR,2020-05-13,723,22,2020,3014546
AR,2020-05-20,925,17,2020,3014546
AR,2020-05-27,1042,27,2020,3014546
AR,2020-06-03,1876,47,2020,3014546
AR,2020-06-10,2724,58,2020,3014546
AR,2020-06-17,2682,48,2020,3014546
AR,2020-06-24,4294,76,2020,3014546
AR,2020-07-01,3365,52,2020,3014546
AR,2020-07-08,3449,68,2020,3014546
AR,2020-07-15,4108,77,2020,3014546
AR,2020-07-22,4649,90,2020,3014546
AR,2020-07-29,5594,122,2020,3014546
AR,2020-08-05,5415,98,2020,3014546
AR,2020-08-12,4779,87,2020,3014546
AR,2020-08-19,4230,88,2020,3014546
AR,2020-08-26,3913,91,2020,3014546
AR,2020-09-02,4444,74,2020,3014546
AR,2020-09-09,4874,99,2020,3014546
AR,2020-09-16,4935,201,2020,3014546
AR,2020-09-23,5589,129,2020,3014546
AR,2020-09-30,5539,130,2020,3014546
AR,2020-10-07,5183,151,2020,3014546
AR,2020-10-14,6206,156,2020,3014546
AR,2020-10-21,6427,136,2020,3014546
AR,2020-10-28,7040,186,2020,3014546
AR,2020-11-04,7168,169,2020,3014546
AR,2020-11-11,10652,251,2020,3014546
AR,2020-11-18,11340,227,2020,3014546
AR,2020-11-25,12594,219,2020,3014546
AR,2020-12-02,11911,266,2020,3014546
AR,2020-12-09,15149,232,2020,3014546
AR,2020-12-16,15451,234,2020,3014546
AR,2020-12-23,14873,295,2020,3014546
AR,2020-12-30,15229,302,2020,3014546
AR,2021-01-06,19429,317,2021,3026870
AR,2021-01-13,19328,194,2021,3026870
AR,2021-01-20,14198,161,2021,3026870
AR,2021-01-27,12587,183,2021,3026870
AR,2021-02-03,11525,120,2021,3026870
AR,2021-02-10,9359,61,2021,3026870
AR,2021-02-17,4378,49,2021,3026870
AR,2021-02-24,3238,39,2021,3026870
AR,2021-03-03,7403,57,2021,3026870
AR,2021-03-10,2284,40,2021,3026870
AR,2021-03-17,2067,45,2021,3026870
AR,2021-03-24,1431,21,2021,3026870
AR,2021-03-31,1172,32,2021,3026870
AR,2021-04-07,1074,15,2021,3026870
AR,2021-04-14,1163,27,2021,3026870
AR,2021-04-21,1378,20,2021,3026870
AR,2021-04-28,1234,15,2021,3026870
AR,2021-05-05,1488,17,2021,3026870
AR,2021-05-12,1299,25,2021,3026870
AR,2021-05-19,1339,19,2021,3026870
AR,2021-05-26,1286,15,2021,3026870
AR,2021-06-02,992,17,2021,3026870
AR,2021-06-09,1251,27,2021,3026870
AR,2021-06-16,1741,31,2021,3026870
AR,2021-06-23,1908,31,2021,3026870
AR,2021-06-30,2822,49,2021,3026870
AR,2021-07-07,3771,98,2021,3026870
AR,2021-07-14,7084,116,2021,3026870
AR,2021-07-21,8272,160,2021,3026870
AR,2021-07-28,12451,182,2021,3026870
AR,2021-08-04,13834,221,2021,3026870
AR,2021-08-11,16339,212,2021,3026870
AR,2021-08-18,15039,239,2021,3026870
AR,2021-08-25,15663,204,2021,3026870
AR,2021-09-01,14878,144,2021,3026870
AR,2021-09-08,11928,124,2021,3026870
AR,2021-09-15,11569,140,2021,3026870
AR,2021-09-22,9115,112,2021,3026870
AR,2021-09-29,6819,51,2021,3026870
AR,2021-10-06,5112,73,2021,3026870
AR,2021-10-13,4615,190,2021,3026870
AR,2021-10-20,3985,45,2021,3026870
AR,2021-10-27,3110,32,2021,3026870
AR,2021-11-03,3122,46,2021,3026870
AR,2021-11-10,3313,66,2021,3026870
AR,2021-11-17,4477,60,2021,3026870
AR,2021-11-24,3648,74,2021,3026870
AR,2021-12-01,3879,90,2021,3026870
AR,2021-12-08,5636,114,2021,3026870
AR,2021-12-15,4931,110,2021,3026870
AR,2021-12-22,5681,92,2021,3026870
AR,2021-12-29,11305,159,2021,3026870
AR,2022-01-05,30310,203,2022,3047704
AR,2022-01-12,50319,218,2022,3047704
AR,2022-01-19,62896,318,2022,3047704
AR,2022-01-26,46255,276,2022,3047704
AR,2022-02-02,30339,224,2022,3047704
AR,2022-02-09,9671,136,2022,3047704
AR,2022-02-16,9355,80,2022,3047704
AR,2022-02-23,6077,39,2022,3047704
AR,2022-03-02,3937,64,2022,3047704
AR,2022-03-09,2661,68,2022,3047704
AR,2022-03-16,2840,51,2022,3047704
AR,2022-03-23,3671,36,2022,3047704
AR,2022-03-30,868,67,2022,3047704
AR,2022-04-06,800,75,2022,3047704
AR,2022-04-13,866,27,2022,3047704
AR,2022-04-20,829,30,2022,3047704
AR,2022-04-27,1074,13,2022,3047704
AR,2022-05-04,1140,18,2022,3047704
AR,2022-05-11,1465,5,2022,3047704
AR,2022-05-18,1881,15,2022,3047704
AR,2022-05-25,2276,47,2022,3047704
AR,2022-06-01,2153,40,2022,3047704
AR,2022-06-08,3948,23,2022,3047704
AR,2022-06-15,4355,18,2022,3047704
AR,2022-06-22,4799,24,2022,3047704
AR,2022-06-29,6789,28,2022,3047704
AR,2022-07-06,7165,15,2022,3047704
AR,2022-07-13,9623,23,2022,3047704
AR,2022-07-20,9188,35,2022,3047704
AR,2022-07-27,8311,36,2022,3047704
AR,2022-08-03,7004,45,2022,3047704
AR,2022-08-10,6139,55,2022,3047704
AR,2022-08-17,6010,44,2022,3047704
AR,2022-08-24,5967,47,2022,3047704
AR,2022-08-31,6480,39,2022,3047704
AR,2022-09-07,5540,26,2022,3047704
AR,2022-09-14,5359,26,2022,3047704
AR,2022-09-21,3908,59,2022,3047704
AR,2022-09-28,2726,102,2022,3047704
AR,2022-10-05,1839,104,2022,3047704
AR,2022-10-12,1805,99,2022,3047704
AR,2022-10-19,1910,60,2022,3047704
AR,2022-10-26,1703,56,2022,3047704
AR,2022-11-02,1838,54,2022,3047704
AR,2022-11-09,1961,17,2022,3047704
AR,2022-11-16,1726,5,2022,3047704
AR,2022-11-23,1695,17,2022,3047704
AR,2022-11-30,2366,18,2022,3047704
AR,2022-12-07,3384,39,2022,3047704
AR,2022-12-14,3517,44,2022,3047704
AR,2022-12-21,3680,24,2022,3047704
AR,2022-12-28,2759,14,2022,3047704
AR,2023-01-04,3824,13,2023,3069463
AR,2023-01-11,3183,35,2023,3069463
AR,2023-01-18,2222,28,2023,3069463
AR,2023-01-25,2321,46,2023,3069463
AR,2023-02-01,1605,46,2023,3069463
AR,2023-02-08,1870,26,2023,3069463
AR,2023-02-15,1431,26,2023,3069463
AR,2023-02-22,3081,16,2023,3069463
AR,2023-03-01,1451,13,2023,3069463
AR,2023-03-08,1448,18,2023,3069463
AR,2023-03-15,1240,10,2023,3069463
AR,2023-03-22,990,96,2023,3069463
AR,2023-03-29,781,0,2023,3069463
AR,2023-04-05,918,20,2023,3069463
AR,2023-04-12,714,0,2023,3069463
AR,2023-04-19,1051,2,2023,3069463
AR,2023-04-26,713,39,2023,3069463
AR,2023-05-03,898,0,2023,3069463
AR,2023-05-10,657,0,2023,3069463
AS,2020-01-22,0,0,2020,NA
AS,2020-01-29,0,0,2020,NA
AS,2020-02-05,0,0,2020,NA
AS,2020-02-12,0,0,2020,NA
AS,2020-02-19,0,0,2020,NA
AS,2020-02-26,0,0,2020,NA
AS,2020-03-04,0,0,2020,NA
AS,2020-03-11,0,0,2020,NA
AS,2020-03-18,0,0,2020,NA
AS,2020-03-25,0,0,2020,NA
AS,2020-04-01,0,0,2020,NA
AS,2020-04-08,0,0,2020,NA
AS,2020-04-15,0,0,2020,NA
AS,2020-04-22,0,0,2020,NA
AS,2020-04-29,0,0,2020,NA
AS,2020-05-06,0,0,2020,NA
AS,2020-05-13,0,0,2020,NA
AS,2020-05-20,0,0,2020,NA
AS,2020-05-27,0,0,2020,NA
AS,2020-06-03,0,0,2020,NA
AS,2020-06-10,0,0,2020,NA
AS,2020-06-17,0,0,2020,NA
AS,2020-06-24,0,0,2020,NA
AS,2020-07-01,0,0,2020,NA
AS,2020-07-08,0,0,2020,NA
AS,2020-07-15,0,0,2020,NA
AS,2020-07-22,0,0,2020,NA
AS,2020-07-29,0,0,2020,NA
AS,2020-08-05,0,0,2020,NA
AS,2020-08-12,0,0,2020,NA
AS,2020-08-19,0,0,2020,NA
AS,2020-08-26,0,0,2020,NA
AS,2020-09-02,0,0,2020,NA
AS,2020-09-09,0,0,2020,NA
AS,2020-09-16,0,0,2020,NA
AS,2020-09-23,0,0,2020,NA
AS,2020-09-30,0,0,2020,NA
AS,2020-10-07,0,0,2020,NA
AS,2020-10-14,0,0,2020,NA
AS,2020-10-21,0,0,2020,NA
AS,2020-10-28,0,0,2020,NA
AS,2020-11-04,0,0,2020,NA
AS,2020-11-11,0,0,2020,NA
AS,2020-11-18,0,0,2020,NA
AS,2020-11-25,0,0,2020,NA
AS,2020-12-02,0,0,2020,NA
AS,2020-12-09,0,0,2020,NA
AS,2020-12-16,0,0,2020,NA
AS,2020-12-23,0,0,2020,NA
AS,2020-12-30,0,0,2020,NA
AS,2021-01-06,0,0,2021,NA
AS,2021-01-13,0,0,2021,NA
AS,2021-01-20,0,0,2021,NA
AS,2021-01-27,0,0,2021,NA
AS,2021-02-03,0,0,2021,NA
AS,2021-02-10,0,0,2021,NA
AS,2021-02-17,0,0,2021,NA
AS,2021-02-24,0,0,2021,NA
AS,2021-03-03,0,0,2021,NA
AS,2021-03-10,0,0,2021,NA
AS,2021-03-17,0,0,2021,NA
AS,2021-03-24,0,0,2021,NA
AS,2021-03-31,0,0,2021,NA
AS,2021-04-07,0,0,2021,NA
AS,2021-04-14,0,0,2021,NA
AS,2021-04-21,0,0,2021,NA
AS,2021-04-28,0,0,2021,NA
AS,2021-05-05,0,0,2021,NA
AS,2021-05-12,0,0,2021,NA
AS,2021-05-19,0,0,2021,NA
AS,2021-05-26,0,0,2021,NA
AS,2021-06-02,0,0,2021,NA
AS,2021-06-09,0,0,2021,NA
AS,2021-06-16,0,0,2021,NA
AS,2021-06-23,0,0,2021,NA
AS,2021-06-30,0,0,2021,NA
AS,2021-07-07,0,0,2021,NA
AS,2021-07-14,0,0,2021,NA
AS,2021-07-21,0,0,2021,NA
AS,2021-07-28,0,0,2021,NA
AS,2021-08-04,0,0,2021,NA
AS,2021-08-11,0,0,2021,NA
AS,2021-08-18,0,0,2021,NA
AS,2021-08-25,0,0,2021,NA
AS,2021-09-01,0,0,2021,NA
AS,2021-09-08,0,0,2021,NA
AS,2021-09-15,0,0,2021,NA
AS,2021-09-22,1,0,2021,NA
AS,2021-09-29,0,0,2021,NA
AS,2021-10-06,2,0,2021,NA
AS,2021-10-13,0,0,2021,NA
AS,2021-10-20,0,0,2021,NA
AS,2021-10-27,1,0,2021,NA
AS,2021-11-03,0,0,2021,NA
AS,2021-11-10,0,0,2021,NA
AS,2021-11-17,1,0,2021,NA
AS,2021-11-24,0,0,2021,NA
AS,2021-12-01,5,0,2021,NA
AS,2021-12-08,0,0,2021,NA
AS,2021-12-15,0,0,2021,NA
AS,2021-12-22,1,0,2021,NA
AS,2021-12-29,0,0,2021,NA
AS,2022-01-05,0,0,2022,NA
AS,2022-01-12,7,0,2022,NA
AS,2022-01-19,0,0,2022,NA
AS,2022-01-26,0,0,2022,NA
AS,2022-02-02,4,0,2022,NA
AS,2022-02-09,35,0,2022,NA
AS,2022-02-16,0,0,2022,NA
AS,2022-02-23,15,0,2022,NA
AS,2022-03-02,74,0,2022,NA
AS,2022-03-09,206,0,2022,NA
AS,2022-03-16,427,0,2022,NA
AS,2022-03-23,1214,0,2022,NA
AS,2022-03-30,1490,3,2022,NA
AS,2022-04-06,1535,5,2022,NA
AS,2022-04-13,518,10,2022,NA
AS,2022-04-20,127,3,2022,NA
AS,2022-04-27,154,5,2022,NA
AS,2022-05-04,56,1,2022,NA
AS,2022-05-11,118,3,2022,NA
AS,2022-05-18,74,0,2022,NA
AS,2022-05-25,45,1,2022,NA
AS,2022-06-01,82,0,2022,NA
AS,2022-06-08,0,0,2022,NA
AS,2022-06-15,78,0,2022,NA
AS,2022-06-22,72,0,2022,NA
AS,2022-06-29,72,0,2022,NA
AS,2022-07-06,91,0,2022,NA
AS,2022-07-13,0,0,2022,NA
AS,2022-07-20,966,2,2022,NA
AS,2022-07-27,0,0,2022,NA
AS,2022-08-03,481,0,2022,NA
AS,2022-08-10,90,0,2022,NA
AS,2022-08-17,0,0,2022,NA
AS,2022-08-24,126,1,2022,NA
AS,2022-08-31,0,0,2022,NA
AS,2022-09-07,49,0,2022,NA
AS,2022-09-14,0,0,2022,NA
AS,2022-09-21,27,0,2022,NA
AS,2022-09-28,3,0,2022,NA
AS,2022-10-05,3,0,2022,NA
AS,2022-10-12,0,0,2022,NA
