state,end_date,new_cases,new_deaths,year,population
UT,2022-07-13,7841,14,2022,3391011
UT,2022-07-20,7140,21,2022,3391011
UT,2022-07-27,5770,16,2022,3391011
UT,2022-08-03,5488,0,2022,3391011
UT,2022-08-10,4773,56,2022,3391011
UT,2022-08-17,3636,0,2022,3391011
UT,2022-08-24,3197,13,2022,3391011
UT,2022-08-31,2926,15,2022,3391011
UT,2022-09-07,2470,13,2022,3391011
UT,2022-09-14,2566,8,2022,3391011
UT,2022-09-21,2014,12,2022,3391011
UT,2022-09-28,1897,10,2022,3391011
UT,2022-10-05,1733,11,2022,3391011
UT,2022-10-12,1491,5,2022,3391011
UT,2022-10-19,1636,0,2022,3391011
UT,2022-10-26,2109,13,2022,3391011
UT,2022-11-02,2248,16,2022,3391011
UT,2022-11-09,3094,10,2022,3391011
UT,2022-11-16,3439,10,2022,3391011
UT,2022-11-23,3882,13,2022,3391011
UT,2022-11-30,3935,21,2022,3391011
UT,2022-12-07,4161,17,2022,3391011
UT,2022-12-14,3307,13,2022,3391011
UT,2022-12-21,2937,20,2022,3391011
UT,2022-12-28,2244,16,2022,3391011
UT,2023-01-04,2328,13,2023,3443222
UT,2023-01-11,2120,17,2023,3443222
UT,2023-01-18,1067,16,2023,3443222
UT,2023-01-25,1301,12,2023,3443222
UT,2023-02-01,1178,19,2023,3443222
UT,2023-02-08,1343,7,2023,3443222
UT,2023-02-15,1561,10,2023,3443222
UT,2023-02-22,1588,3,2023,3443222
UT,2023-03-01,1757,3,2023,3443222
UT,2023-03-08,1538,11,2023,3443222
UT,2023-03-15,1324,11,2023,3443222
UT,2023-03-22,1100,11,2023,3443222
UT,2023-03-29,898,7,2023,3443222
UT,2023-04-05,890,6,2023,3443222
UT,2023-04-12,810,12,2023,3443222
UT,2023-04-19,680,7,2023,3443222
UT,2023-04-26,576,2,2023,3443222
UT,2023-05-03,543,9,2023,3443222
UT,2023-05-10,514,10,2023,3443222
VA,2020-01-22,0,0,2020,NA
VA,2020-01-29,0,0,2020,NA
VA,2020-02-05,0,0,2020,NA
VA,2020-02-12,0,0,2020,NA
VA,2020-02-19,0,0,2020,NA
VA,2020-02-26,0,0,2020,NA
VA,2020-03-04,0,0,2020,NA
VA,2020-03-11,7,0,2020,NA
VA,2020-03-18,71,2,2020,NA
VA,2020-03-25,317,7,2020,NA
VA,2020-04-01,1088,25,2020,NA
VA,2020-04-08,2164,32,2020,NA
VA,2020-04-15,2848,129,2020,NA
VA,2020-04-22,3769,153,2020,NA
VA,2020-04-29,4697,171,2020,NA
VA,2020-05-06,6026,217,2020,NA
VA,2020-05-13,5757,191,2020,NA
VA,2020-05-20,6166,147,2020,NA
VA,2020-05-27,7336,201,2020,NA
VA,2020-06-03,6655,143,2020,NA
VA,2020-06-10,5267,92,2020,NA
VA,2020-06-17,3598,63,2020,NA
VA,2020-06-24,3738,79,2020,NA
VA,2020-07-01,3708,126,2020,NA
VA,2020-07-08,4162,118,2020,NA
VA,2020-07-15,6153,88,2020,NA
VA,2020-07-22,6862,62,2020,NA
VA,2020-07-29,7601,75,2020,NA
VA,2020-08-05,7061,151,2020,NA
VA,2020-08-12,7471,72,2020,NA
VA,2020-08-19,6503,66,2020,NA
VA,2020-08-26,6434,103,2020,NA
VA,2020-09-02,7058,126,2020,NA
VA,2020-09-09,6777,56,2020,NA
VA,2020-09-16,7070,189,2020,NA
VA,2020-09-23,6229,205,2020,NA
VA,2020-09-30,5677,116,2020,NA
VA,2020-10-07,5423,98,2020,NA
VA,2020-10-14,7914,74,2020,NA
VA,2020-10-21,7167,133,2020,NA
VA,2020-10-28,7983,101,2020,NA
VA,2020-11-04,9079,64,2020,NA
VA,2020-11-11,10674,59,2020,NA
VA,2020-11-18,12330,119,2020,NA
VA,2020-11-25,17447,148,2020,NA
VA,2020-12-02,16175,105,2020,NA
VA,2020-12-09,24651,172,2020,NA
VA,2020-12-16,25128,226,2020,NA
VA,2020-12-23,26893,254,2020,NA
VA,2020-12-30,25210,224,2020,NA
VA,2021-01-06,32965,245,2021,NA
VA,2021-01-13,35266,325,2021,NA
VA,2021-01-20,43025,309,2021,NA
VA,2021-01-27,32937,366,2021,NA
VA,2021-02-03,24762,345,2021,NA
VA,2021-02-10,23949,349,2021,NA
VA,2021-02-17,18023,149,2021,NA
VA,2021-02-24,13475,738,2021,NA
VA,2021-03-03,11041,1506,2021,NA
VA,2021-03-10,9119,488,2021,NA
VA,2021-03-17,9384,251,2021,NA
VA,2021-03-24,10234,74,2021,NA
VA,2021-03-31,10268,113,2021,NA
VA,2021-04-07,10164,157,2021,NA
VA,2021-04-14,11075,99,2021,NA
VA,2021-04-21,9428,122,2021,NA
VA,2021-04-28,7420,97,2021,NA
VA,2021-05-05,6278,103,2021,NA
VA,2021-05-12,4458,86,2021,NA
VA,2021-05-19,3024,105,2021,NA
VA,2021-05-26,2671,84,2021,NA
VA,2021-06-02,1696,71,2021,NA
VA,2021-06-09,1367,51,2021,NA
VA,2021-06-16,993,62,2021,NA
VA,2021-06-23,929,42,2021,NA
VA,2021-06-30,1615,50,2021,NA
VA,2021-07-07,1449,27,2021,NA
VA,2021-07-14,2125,41,2021,NA
VA,2021-07-21,3287,28,2021,NA
VA,2021-07-28,5344,47,2021,NA
VA,2021-08-04,8937,19,2021,NA
VA,2021-08-11,12143,45,2021,NA
VA,2021-08-18,15329,51,2021,NA
VA,2021-08-25,19117,82,2021,NA
VA,2021-09-01,22201,146,2021,NA
VA,2021-09-08,23554,115,2021,NA
VA,2021-09-15,25407,197,2021,NA
VA,2021-09-22,24279,236,2021,NA
VA,2021-09-29,20586,290,2021,NA
VA,2021-10-06,18705,292,2021,NA
VA,2021-10-13,15388,292,2021,NA
VA,2021-10-20,13352,288,2021,NA
VA,2021-10-27,10241,231,2021,NA
VA,2021-11-03,9064,230,2021,NA
VA,2021-11-10,9272,224,2021,NA
VA,2021-11-17,10111,189,2021,NA
VA,2021-11-24,10907,155,2021,NA
VA,2021-12-01,10822,131,2021,NA
VA,2021-12-08,16619,109,2021,NA
VA,2021-12-15,18104,186,2021,NA
VA,2021-12-22,27869,197,2021,NA
VA,2021-12-29,53283,311,2021,NA
VA,2022-01-05,99482,91,2022,NA
VA,2022-01-12,128369,112,2022,NA
VA,2022-01-19,104592,95,2022,NA
VA,2022-01-26,82823,214,2022,NA
VA,2022-02-02,54477,364,2022,NA
VA,2022-02-09,34412,893,2022,NA
VA,2022-02-16,22348,569,2022,NA
VA,2022-02-23,15327,454,2022,NA
VA,2022-03-02,10451,520,2022,NA
VA,2022-03-09,7232,275,2022,NA
VA,2022-03-16,7081,246,2022,NA
VA,2022-03-23,5448,155,2022,NA
VA,2022-03-30,5255,116,2022,NA
VA,2022-04-06,6092,118,2022,NA
VA,2022-04-13,7978,161,2022,NA
VA,2022-04-20,7828,142,2022,NA
VA,2022-04-27,10269,109,2022,NA
VA,2022-05-04,12782,54,2022,NA
VA,2022-05-11,16398,43,2022,NA
VA,2022-05-18,20734,29,2022,NA
VA,2022-05-25,22988,32,2022,NA
VA,2022-06-01,20090,38,2022,NA
VA,2022-06-08,20564,40,2022,NA
VA,2022-06-15,18595,14,2022,NA
VA,2022-06-22,16632,31,2022,NA
VA,2022-06-29,18875,104,2022,NA
VA,2022-07-06,18164,116,2022,NA
VA,2022-07-13,21022,79,2022,NA
VA,2022-07-20,20205,66,2022,NA
VA,2022-07-27,21547,52,2022,NA
VA,2022-08-03,20394,106,2022,NA
VA,2022-08-10,19150,106,2022,NA
VA,2022-08-17,17762,103,2022,NA
VA,2022-08-24,18768,121,2022,NA
VA,2022-08-31,17347,99,2022,NA
VA,2022-09-07,13807,114,2022,NA
VA,2022-09-14,12121,111,2022,NA
VA,2022-09-21,9763,80,2022,NA
VA,2022-09-28,8524,95,2022,NA
VA,2022-10-05,7170,80,2022,NA
VA,2022-10-12,8017,93,2022,NA
VA,2022-10-19,7793,81,2022,NA
VA,2022-10-26,7201,77,2022,NA
VA,2022-11-02,8362,53,2022,NA
VA,2022-11-09,7530,31,2022,NA
VA,2022-11-16,6525,28,2022,NA
VA,2022-11-23,6189,89,2022,NA
VA,2022-11-30,7602,80,2022,NA
VA,2022-12-07,10161,83,2022,NA
VA,2022-12-14,11765,68,2022,NA
VA,2022-12-21,13854,57,2022,NA
VA,2022-12-28,14032,41,2022,NA
VA,2023-01-04,12517,24,2023,NA
VA,2023-01-11,17658,133,2023,NA
VA,2023-01-18,10320,142,2023,NA
VA,2023-01-25,10364,124,2023,NA
VA,2023-02-01,9585,49,2023,NA
VA,2023-02-08,8270,25,2023,NA
VA,2023-02-15,7314,73,2023,NA
VA,2023-02-22,5690,27,2023,NA
VA,2023-03-01,5239,14,2023,NA
VA,2023-03-08,4552,15,2023,NA
VA,2023-03-15,2887,10,2023,NA
VA,2023-03-22,2823,7,2023,NA
VA,2023-03-29,2844,14,2023,NA
VA,2023-04-05,2477,24,2023,NA
VA,2023-04-12,2192,8,2023,NA
VA,2023-04-19,1829,14,2023,NA
VA,2023-04-26,1581,10,2023,NA
VA,2023-05-03,1657,6,2023,NA
VA,2023-05-10,1745,7,2023,NA
VI,2020-01-22,0,0,2020,8637615
VI,2020-01-29,0,0,2020,8637615
VI,2020-02-05,0,0,2020,8637615
VI,2020-02-12,0,0,2020,8637615
VI,2020-02-19,0,0,2020,8637615
VI,2020-02-26,0,0,2020,8637615
VI,2020-03-04,0,0,2020,8637615
VI,2020-03-11,0,0,2020,8637615
VI,2020-03-18,2,0,2020,8637615
VI,2020-03-25,15,0,2020,8637615
VI,2020-04-01,13,0,2020,8637615
VI,2020-04-08,15,1,2020,8637615
VI,2020-04-15,6,0,2020,8637615
VI,2020-04-22,3,2,2020,8637615
VI,2020-04-29,3,1,2020,8637615
VI,2020-05-06,9,0,2020,8637615
VI,2020-05-13,3,2,2020,8637615
VI,2020-05-20,0,0,2020,8637615
VI,2020-05-27,0,0,2020,8637615
VI,2020-06-03,1,0,2020,8637615
VI,2020-06-10,2,0,2020,8637615
VI,2020-06-17,1,0,2020,8637615
VI,2020-06-24,3,0,2020,8637615
VI,2020-07-01,14,0,2020,8637615
VI,2020-07-08,32,0,2020,8637615
VI,2020-07-15,121,0,2020,8637615
VI,2020-07-22,77,1,2020,8637615
VI,2020-07-29,65,1,2020,8637615
VI,2020-08-05,96,0,2020,8637615
VI,2020-08-12,158,1,2020,8637615
VI,2020-08-19,189,0,2020,8637615
VI,2020-08-26,202,5,2020,8637615
VI,2020-09-02,114,1,2020,8637615
VI,2020-09-09,53,3,2020,8637615
VI,2020-09-16,35,1,2020,8637615
VI,2020-09-23,58,0,2020,8637615
VI,2020-09-30,28,1,2020,8637615
VI,2020-10-07,4,0,2020,8637615
VI,2020-10-14,6,0,2020,8637615
VI,2020-10-21,9,1,2020,8637615
VI,2020-10-28,16,0,2020,8637615
VI,2020-11-04,35,2,2020,8637615
VI,2020-11-11,25,0,2020,8637615
VI,2020-11-18,50,0,2020,8637615
VI,2020-11-25,58,0,2020,8637615
VI,2020-12-02,68,0,2020,8637615
VI,2020-12-09,109,0,2020,8637615
VI,2020-12-16,130,0,2020,8637615
VI,2020-12-23,139,0,2020,8637615
VI,2020-12-30,64,0,2020,8637615
VI,2021-01-06,75,1,2021,8658910
VI,2021-01-13,60,0,2021,8658910
VI,2021-01-20,139,0,2021,8658910
VI,2021-01-27,68,0,2021,8658910
VI,2021-02-03,67,0,2021,8658910
VI,2021-02-10,65,1,2021,8658910
VI,2021-02-17,53,0,2021,8658910
VI,2021-02-24,65,0,2021,8658910
VI,2021-03-03,72,0,2021,8658910
VI,2021-03-10,66,0,2021,8658910
VI,2021-03-17,42,0,2021,8658910
VI,2021-03-24,73,0,2021,8658910
VI,2021-03-31,31,1,2021,8658910
VI,2021-04-07,47,0,2021,8658910
VI,2021-04-14,51,0,2021,8658910
VI,2021-04-21,39,1,2021,8658910
VI,2021-04-28,54,0,2021,8658910
VI,2021-05-05,80,0,2021,8658910
VI,2021-05-12,78,0,2021,8658910
VI,2021-05-19,52,0,2021,8658910
VI,2021-05-26,91,0,2021,8658910
VI,2021-06-02,140,1,2021,8658910
VI,2021-06-09,113,0,2021,8658910
VI,2021-06-16,95,2,2021,8658910
VI,2021-06-23,72,0,2021,8658910
VI,2021-06-30,60,0,2021,8658910
VI,2021-07-07,91,2,2021,8658910
VI,2021-07-14,134,0,2021,8658910
VI,2021-07-21,182,1,2021,8658910
VI,2021-07-28,211,3,2021,8658910
VI,2021-08-04,280,3,2021,8658910
VI,2021-08-11,316,2,2021,8658910
VI,2021-08-18,320,0,2021,8658910
VI,2021-08-25,294,10,2021,8658910
VI,2021-09-01,227,5,2021,8658910
VI,2021-09-08,168,7,2021,8658910
VI,2021-09-15,249,4,2021,8658910
VI,2021-09-22,206,2,2021,8658910
VI,2021-09-29,164,2,2021,8658910
VI,2021-10-06,164,1,2021,8658910
VI,2021-10-13,93,3,2021,8658910
VI,2021-10-20,121,3,2021,8658910
VI,2021-10-27,73,3,2021,8658910
VI,2021-11-03,79,1,2021,8658910
VI,2021-11-10,78,2,2021,8658910
VI,2021-11-17,68,0,2021,8658910
VI,2021-11-24,93,1,2021,8658910
VI,2021-12-01,24,2,2021,8658910
VI,2021-12-08,68,0,2021,8658910
VI,2021-12-15,42,1,2021,8658910
VI,2021-12-22,139,0,2021,8658910
VI,2021-12-29,962,0,2021,8658910
VI,2022-01-05,2435,1,2022,8683414
VI,2022-01-12,1950,1,2022,8683414
VI,2022-01-19,918,4,2022,8683414
VI,2022-01-26,661,4,2022,8683414
VI,2022-02-02,246,4,2022,8683414
VI,2022-02-09,193,2,2022,8683414
VI,2022-02-16,118,4,2022,8683414
VI,2022-02-23,81,1,2022,8683414
VI,2022-03-02,83,0,2022,8683414
VI,2022-03-09,34,0,2022,8683414
VI,2022-03-16,128,0,2022,8683414
VI,2022-03-23,24,1,2022,8683414
VI,2022-03-30,40,1,2022,8683414
VI,2022-04-06,90,0,2022,8683414
VI,2022-04-13,110,0,2022,8683414
VI,2022-04-20,119,0,2022,8683414
VI,2022-04-27,305,0,2022,8683414
VI,2022-05-04,658,2,2022,8683414
VI,2022-05-11,754,0,2022,8683414
VI,2022-05-18,879,0,2022,8683414
VI,2022-05-25,701,0,2022,8683414
VI,2022-06-01,719,0,2022,8683414
VI,2022-06-08,361,2,2022,8683414
VI,2022-06-15,230,2,2022,8683414
VI,2022-06-22,142,1,2022,8683414
VI,2022-06-29,195,0,2022,8683414
VI,2022-07-06,123,0,2022,8683414
VI,2022-07-13,224,2,2022,8683414
VI,2022-07-20,253,0,2022,8683414
VI,2022-07-27,178,0,2022,8683414
VI,2022-08-03,244,1,2022,8683414
VI,2022-08-10,154,1,2022,8683414
VI,2022-08-17,203,0,2022,8683414
VI,2022-08-24,203,0,2022,8683414
VI,2022-08-31,230,0,2022,8683414
VI,2022-09-07,148,0,2022,8683414
VI,2022-09-14,159,1,2022,8683414
VI,2022-09-21,77,0,2022,8683414
VI,2022-09-28,59,0,2022,8683414
VI,2022-10-05,44,0,2022,8683414
VI,2022-10-12,35,0,2022,8683414
VI,2022-10-19,43,0,2022,8683414
VI,2022-10-26,35,1,2022,8683414
VI,2022-11-02,56,0,2022,8683414
VI,2022-11-09,68,0,2022,8683414
VI,2022-11-16,31,0,2022,8683414
VI,2022-11-23,29,0,2022,8683414
VI,2022-11-30,25,1,2022,8683414
VI,2022-12-07,88,1,2022,8683414
VI,2022-12-14,61,0,2022,8683414
VI,2022-12-21,52,1,2022,8683414
VI,2022-12-28,43,0,2022,8683414
VI,2023-01-04,56,0,2023,8734685
VI,2023-01-11,131,0,2023,8734685
VI,2023-01-18,225,2,2023,8734685
VI,2023-01-25,249,0,2023,8734685
VI,2023-02-01,133,0,2023,8734685
VI,2023-02-08,91,0,2023,8734685
VI,2023-02-15,44,1,2023,8734685
VI,2023-02-22,48,0,2023,8734685
VI,2023-03-01,33,0,2023,8734685
VI,2023-03-08,24,0,2023,8734685
VI,2023-03-15,23,0,2023,8734685
VI,2023-03-22,17,0,2023,8734685
VI,2023-03-29,25,0,2023,8734685
VI,2023-04-05,23,0,2023,8734685
VI,2023-04-12,12,0,2023,8734685
VI,2023-04-19,9,0,2023,8734685
VI,2023-04-26,12,0,2023,8734685
VI,2023-05-03,17,1,2023,8734685
VI,2023-05-10,58,0,2023,8734685
VT,2020-01-22,0,0,2020,642977
VT,2020-01-29,0,0,2020,642977
VT,2020-02-05,0,0,2020,642977
VT,2020-02-12,0,0,2020,642977
VT,2020-02-19,0,0,2020,642977
VT,2020-02-26,0,0,2020,642977
VT,2020-03-04,0,0,2020,642977
VT,2020-03-11,1,0,2020,642977
VT,2020-03-18,7,0,2020,642977
VT,2020-03-25,44,3,2020,642977
VT,2020-04-01,182,9,2020,642977
VT,2020-04-08,278,10,2020,642977
VT,2020-04-15,221,9,2020,642977
VT,2020-04-22,80,11,2020,642977
VT,2020-04-29,39,10,2020,642977
VT,2020-05-06,44,4,2020,642977
VT,2020-05-13,30,1,2020,642977
VT,2020-05-20,14,2,2020,642977
VT,2020-05-27,17,0,2020,642977
VT,2020-06-03,24,1,2020,642977
VT,2020-06-10,80,0,2020,642977
VT,2020-06-17,64,0,2020,642977
VT,2020-06-24,34,1,2020,642977
VT,2020-07-01,46,0,2020,642977
VT,2020-07-08,47,0,2020,642977
VT,2020-07-15,44,1,2020,642977
VT,2020-07-22,54,0,2020,642977
VT,2020-07-29,52,0,2020,642977
VT,2020-08-05,24,1,2020,642977
VT,2020-08-12,33,0,2020,642977
VT,2020-08-19,57,0,2020,642977
VT,2020-08-26,41,0,2020,642977
VT,2020-09-02,56,0,2020,642977
VT,2020-09-09,34,0,2020,642977
VT,2020-09-16,38,0,2020,642977
VT,2020-09-23,34,0,2020,642977
VT,2020-09-30,28,0,2020,642977
VT,2020-10-07,42,0,2020,642977
VT,2020-10-14,84,0,2020,642977
VT,2020-10-21,72,0,2020,642977
VT,2020-10-28,144,0,2020,642977
VT,2020-11-04,125,0,2020,642977
VT,2020-11-11,224,1,2020,642977
VT,2020-11-18,534,0,2020,642977
VT,2020-11-25,757,6,2020,642977
VT,2020-12-02,498,7,2020,642977
VT,2020-12-09,797,18,2020,642977
VT,2020-12-16,740,13,2020,642977
VT,2020-12-23,706,16,2020,642977
VT,2020-12-30,604,20,2020,642977
VT,2021-01-06,782,12,2021,647210
VT,2021-01-13,1162,9,2021,647210
VT,2021-01-20,1142,9,2021,647210
VT,2021-01-27,962,7,2021,647210
VT,2021-02-03,869,6,2021,647210
VT,2021-02-10,927,6,2021,647210
VT,2021-02-17,830,7,2021,647210
VT,2021-02-24,757,7,2021,647210
VT,2021-03-03,697,8,2021,647210
VT,2021-03-10,893,2,2021,647210
VT,2021-03-17,816,7,2021,647210
VT,2021-03-24,859,3,2021,647210
VT,2021-03-31,1102,6,2021,647210
VT,2021-04-07,1288,9,2021,647210
VT,2021-04-14,1054,5,2021,647210
VT,2021-04-21,821,5,2021,647210
VT,2021-04-28,561,1,2021,647210
VT,2021-05-05,540,4,2021,647210
VT,2021-05-12,377,3,2021,647210
VT,2021-05-19,369,2,2021,647210
VT,2021-05-26,229,1,2021,647210
VT,2021-06-02,100,0,2021,647210
VT,2021-06-09,73,1,2021,647210
VT,2021-06-16,49,0,2021,647210
VT,2021-06-23,35,0,2021,647210
VT,2021-06-30,33,0,2021,647210
VT,2021-07-07,36,2,2021,647210
VT,2021-07-14,47,2,2021,647210
VT,2021-07-21,87,0,2021,647210
VT,2021-07-28,163,0,2021,647210
VT,2021-08-04,259,0,2021,647210
VT,2021-08-11,489,3,2021,647210
VT,2021-08-18,785,2,2021,647210
VT,2021-08-25,792,7,2021,647210
VT,2021-09-01,896,5,2021,647210
VT,2021-09-08,1106,8,2021,647210
VT,2021-09-15,1095,7,2021,647210
VT,2021-09-22,1525,12,2021,647210
VT,2021-09-29,1342,14,2021,647210
VT,2021-10-06,1180,12,2021,647210
VT,2021-10-13,1446,11,2021,647210
VT,2021-10-20,1653,12,2021,647210
VT,2021-10-27,1518,6,2021,647210
VT,2021-11-03,1431,17,2021,647210
VT,2021-11-10,2066,11,2021,647210
VT,2021-11-17,2515,10,2021,647210
VT,2021-11-24,2565,10,2021,647210
VT,2021-12-01,2179,6,2021,647210
VT,2021-12-08,3315,15,2021,647210
VT,2021-12-15,2974,17,2021,647210
VT,2021-12-22,2853,17,2021,647210
VT,2021-12-29,2791,8,2021,647210
VT,2022-01-05,5458,17,2022,648142
VT,2022-01-12,12286,4,2022,648142
VT,2022-01-19,11314,22,2022,648142
VT,2022-01-26,8446,21,2022,648142
VT,2022-02-02,5022,20,2022,648142
VT,2022-02-09,3101,19,2022,648142
VT,2022-02-16,2197,14,2022,648142
VT,2022-02-23,1654,19,2022,648142
VT,2022-03-02,1146,12,2022,648142
VT,2022-03-09,1052,10,2022,648142
VT,2022-03-16,848,3,2022,648142
VT,2022-03-23,962,5,2022,648142
VT,2022-03-30,955,4,2022,648142
VT,2022-04-06,1017,6,2022,648142
VT,2022-04-13,1328,2,2022,648142
VT,2022-04-20,1781,2,2022,648142
VT,2022-04-27,1966,8,2022,648142
VT,2022-05-04,2414,10,2022,648142
VT,2022-05-11,2342,9,2022,648142
VT,2022-05-18,2332,10,2022,648142
VT,2022-05-25,1807,7,2022,648142
VT,2022-06-01,1469,9,2022,648142
VT,2022-06-08,976,5,2022,648142
VT,2022-06-15,787,6,2022,648142
VT,2022-06-22,645,4,2022,648142
VT,2022-06-29,655,3,2022,648142
VT,2022-07-06,530,4,2022,648142
VT,2022-07-13,457,4,2022,648142
VT,2022-07-20,605,3,2022,648142
VT,2022-07-27,499,4,2022,648142
VT,2022-08-03,503,3,2022,648142
VT,2022-08-10,523,6,2022,648142
VT,2022-08-17,451,5,2022,648142
VT,2022-08-24,515,7,2022,648142
VT,2022-08-31,542,5,2022,648142
VT,2022-09-07,501,4,2022,648142
VT,2022-09-14,445,1,2022,648142
VT,2022-09-21,573,8,2022,648142
VT,2022-09-28,553,3,2022,648142
VT,2022-10-05,637,6,2022,648142
VT,2022-10-12,630,6,2022,648142
VT,2022-10-19,659,5,2022,648142
VT,2022-10-26,593,6,2022,648142
VT,2022-11-02,538,11,2022,648142
VT,2022-11-09,432,10,2022,648142
VT,2022-11-16,386,9,2022,648142
VT,2022-11-23,288,8,2022,648142
VT,2022-11-30,278,5,2022,648142
VT,2022-12-07,425,7,2022,648142
VT,2022-12-14,427,5,2022,648142
VT,2022-12-21,418,7,2022,648142
VT,2022-12-28,406,1,2022,648142
VT,2023-01-04,401,6,2023,648708
VT,2023-01-11,454,6,2023,648708
VT,2023-01-18,394,5,2023,648708
VT,2023-01-25,458,7,2023,648708
VT,2023-02-01,502,3,2023,648708
VT,2023-02-08,511,7,2023,648708
VT,2023-02-15,495,7,2023,648708
VT,2023-02-22,458,14,2023,648708
VT,2023-03-01,350,4,2023,648708
VT,2023-03-08,357,1,2023,648708
VT,2023-03-15,344,3,2023,648708
VT,2023-03-22,207,7,2023,648708
VT,2023-03-29,207,0,2023,648708
VT,2023-04-05,201,4,2023,648708
VT,2023-04-12,143,2,2023,648708
VT,2023-04-19,137,11,2023,648708
VT,2023-04-26,137,3,2023,648708
VT,2023-05-03,111,1,2023,648708
VT,2023-05-10,93,4,2023,648708
WA,2020-01-22,1,0,2020,7727209
WA,2020-01-29,0,0,2020,7727209
WA,2020-02-05,0,0,2020,7727209
WA,2020-02-12,0,0,2020,7727209
WA,2020-02-19,0,0,2020,7727209
WA,2020-02-26,0,0,2020,7727209
WA,2020-03-04,44,10,2020,7727209
WA,2020-03-11,329,14,2020,7727209
WA,2020-03-18,848,43,2020,7727209
WA,2020-03-25,1644,66,2020,7727209
WA,2020-04-01,3259,177,2020,7727209
WA,2020-04-08,2689,179,2020,7727209
WA,2020-04-15,2061,120,2020,7727209
WA,2020-04-22,1804,125,2020,7727209
WA,2020-04-29,1670,94,2020,7727209
WA,2020-05-06,1960,83,2020,7727209
WA,2020-05-13,1482,85,2020,7727209
WA,2020-05-20,1351,56,2020,7727209
WA,2020-05-27,1609,53,2020,7727209
WA,2020-06-03,1906,34,2020,7727209
WA,2020-06-10,2115,47,2020,7727209
WA,2020-06-17,2308,39,2020,7727209
WA,2020-06-24,3185,41,2020,7727209
WA,2020-07-01,3732,43,2020,7727209
WA,2020-07-08,4448,59,2020,7727209
WA,2020-07-15,5636,61,2020,7727209
WA,2020-07-22,5755,59,2020,7727209
WA,2020-07-29,5769,87,2020,7727209
WA,2020-08-05,5111,102,2020,7727209
WA,2020-08-12,4447,78,2020,7727209
WA,2020-08-19,4201,73,2020,7727209
WA,2020-08-26,3660,49,2020,7727209
WA,2020-09-02,3326,47,2020,7727209
WA,2020-09-09,2744,34,2020,7727209
WA,2020-09-16,2919,49,2020,7727209
WA,2020-09-23,3238,50,2020,7727209
WA,2020-09-30,3998,43,2020,7727209
WA,2020-10-07,4021,51,2020,7727209
WA,2020-10-14,4448,45,2020,7727209
WA,2020-10-21,4713,52,2020,7727209
WA,2020-10-28,5157,68,2020,7727209
WA,2020-11-04,7363,64,2020,7727209
WA,2020-11-11,10833,73,2020,7727209
WA,2020-11-18,14514,92,2020,7727209
WA,2020-11-25,19245,117,2020,7727209
WA,2020-12-02,17005,144,2020,7727209
WA,2020-12-09,20885,116,2020,7727209
WA,2020-12-16,17673,119,2020,7727209
WA,2020-12-23,16528,121,2020,7727209
WA,2020-12-30,13170,257,2020,7727209
WA,2021-01-06,17350,185,2021,7743760
WA,2021-01-13,19270,229,2021,7743760
WA,2021-01-20,13123,106,2021,7743760
WA,2021-01-27,11156,272,2021,7743760
WA,2021-02-03,11123,176,2021,7743760
WA,2021-02-10,8168,215,2021,7743760
WA,2021-02-17,5736,156,2021,7743760
WA,2021-02-24,5847,150,2021,7743760
WA,2021-03-03,5503,98,2021,7743760
WA,2021-03-10,4658,89,2021,7743760
WA,2021-03-17,5311,59,2021,7743760
WA,2021-03-24,5364,45,2021,7743760
WA,2021-03-31,7057,48,2021,7743760
WA,2021-04-07,7443,55,2021,7743760
WA,2021-04-14,8616,51,2021,7743760
WA,2021-04-21,10216,58,2021,7743760
WA,2021-04-28,9112,41,2021,7743760
WA,2021-05-05,9943,49,2021,7743760
WA,2021-05-12,8178,52,2021,7743760
WA,2021-05-19,6914,55,2021,7743760
WA,2021-05-26,7464,52,2021,7743760
WA,2021-06-02,5181,38,2021,7743760
WA,2021-06-09,4246,55,2021,7743760
WA,2021-06-16,3608,47,2021,7743760
WA,2021-06-23,3315,86,2021,7743760
WA,2021-06-30,2557,45,2021,7743760
WA,2021-07-07,2570,41,2021,7743760
WA,2021-07-14,4992,53,2021,7743760
WA,2021-07-21,5481,38,2021,7743760
WA,2021-07-28,7518,36,2021,7743760
WA,2021-08-04,13480,46,2021,7743760
WA,2021-08-11,17571,57,2021,7743760
WA,2021-08-18,20696,95,2021,7743760
WA,2021-08-25,22235,151,2021,7743760
WA,2021-09-01,24463,165,2021,7743760
WA,2021-09-08,22769,177,2021,7743760
WA,2021-09-15,23611,299,2021,7743760
WA,2021-09-22,21009,284,2021,7743760
WA,2021-09-29,20411,281,2021,7743760
WA,2021-10-06,18219,263,2021,7743760
WA,2021-10-13,15738,235,2021,7743760
WA,2021-10-20,15497,213,2021,7743760
WA,2021-10-27,14822,184,2021,7743760
WA,2021-11-03,13116,177,2021,7743760
WA,2021-11-10,12397,132,2021,7743760
WA,2021-11-17,12283,196,2021,7743760
WA,2021-11-24,8804,153,2021,7743760
WA,2021-12-01,9518,95,2021,7743760
WA,2021-12-08,10102,195,2021,7743760
WA,2021-12-15,9402,137,2021,7743760
WA,2021-12-22,15541,121,2021,7743760
WA,2021-12-29,35253,84,2021,7743760
WA,2022-01-05,64513,71,2022,7794123
